GISJOIN,STATE,STATEFP,STATENH,COUNTY,COUNTYFP,COUNTYNH,A00AA1970,A00AA1980,A00AA1990,A00AA2000,A00AA2010,A00AA2020
"G1701730","Illinois","17","170","Shelby County","173","1730",22589,23923,22261,22893,22363,20990
"G1701630","Illinois","17","170","St. Clair County","163","1630",285176,267531,262852,256082,270056,257400
"G1701750","Illinois","17","170","Stark County","175","1750",7510,7389,6534,6332,5994,5400
"G1701770","Illinois","17","170","Stephenson County","177","1770",48861,49536,48052,48979,47711,44630
"G1701790","Illinois","17","170","Tazewell County","179","1790",118649,132078,123692,128485,135394,131343
"G1701810","Illinois","17","170","Union County","181","1810",16071,17765,17619,18293,17808,17244
"G1701830","Illinois","17","170","Vermilion County","183","1830",97047,95222,88257,83919,81625,74188
"G1701850","Illinois","17","170","Wabash County","185","1850",12841,13713,13111,12937,11947,11361
"G1701870","Illinois","17","170","Warren County","187","1870",21595,21943,19181,18735,17707,16835
"G1701890","Illinois","17","170","Washington County","189","1890",13780,15472,14965,15148,14716,13761
"G1701910","Illinois","17","170","Wayne County","191","1910",17004,18059,17241,17151,16760,16179
"G1701930","Illinois","17","170","White County","193","1930",17312,17864,16522,15371,14665,13877
"G1701950","Illinois","17","170","Whiteside County","195","1950",62877,65970,60186,60653,58498,55691
"G1701970","Illinois","17","170","Will County","197","1970",249498,324460,357313,502266,677560,696355
"G1701990","Illinois","17","170","Williamson County","199","1990",49021,56538,57733,61296,66357,67153
"G1702010","Illinois","17","170","Winnebago County","201","2010",246623,250884,252913,278418,295266,285350
"G1702030","Illinois","17","170","Woodford County","203","2030",28012,33320,32653,35469,38664,38467
"G1800010","Indiana","18","180","Adams County","001","0010",26871,29619,31095,33625,34387,35809
"G1800030","Indiana","18","180","Allen County","003","0030",280455,294335,300836,331849,355329,385410
"G1800050","Indiana","18","180","Bartholomew County","005","0050",57022,65088,63657,71435,76794,82208
"G1800070","Indiana","18","180","Benton County","007","0070",11262,10218,9441,9421,8854,8719
"G1800090","Indiana","18","180","Blackford County","009","0090",15888,15570,14067,14048,12766,12112
"G1800110","Indiana","18","180","Boone County","011","0110",30870,36446,38147,46107,56640,70812
"G1800130","Indiana","18","180","Brown County","013","0130",9057,12377,14080,14957,15242,15475
"G1800150","Indiana","18","180","Carroll County","015","0150",17734,19722,18809,20165,20155,20306
"G1800170","Indiana","18","180","Cass County","017","0170",40456,40936,38413,40930,38966,37870
"G1800190","Indiana","18","180","Clark County","019","0190",75876,88838,87777,96472,110232,121093
"G1800210","Indiana","18","180","Clay County","021","0210",23933,24862,24705,26556,26890,26466
"G1800230","Indiana","18","180","Clinton County","023","0230",30547,31545,30974,33866,33224,33190
"G1800250","Indiana","18","180","Crawford County","025","0250",8033,9820,9914,10743,10713,10526
"G1800270","Indiana","18","180","Daviess County","027","0270",26602,27836,27533,29820,31648,33381
"G1800290","Indiana","18","180","Dearborn County","029","0290",29430,34291,38835,46109,50047,50679
"G1800310","Indiana","18","180","Decatur County","031","0310",22738,23841,23645,24555,25740,26472
"G1800330","Indiana","18","180","DeKalb County","033","0330",30837,33606,35324,40285,42223,43265
"G1800350","Indiana","18","180","Delaware County","035","0350",129219,128587,119659,118769,117671,111903
"G1800370","Indiana","18","180","Dubois County","037","0370",30934,34238,36616,39674,41889,43637
"G1800390","Indiana","18","180","Elkhart County","039","0390",126529,137330,156198,182791,197559,207047
"G1800410","Indiana","18","180","Fayette County","041","0410",26216,28272,26015,25588,24277,23398
"G1800430","Indiana","18","180","Floyd County","043","0430",55622,61169,64404,70823,74578,80484
"G1800450","Indiana","18","180","Fountain County","045","0450",18257,19033,17808,17954,17240,16479
"G1800470","Indiana","18","180","Franklin County","047","0470",16943,19612,19580,22151,23087,22785
"G1800490","Indiana","18","180","Fulton County","049","0490",16984,19335,18840,20511,20836,20480
"G1800510","Indiana","18","180","Gibson County","051","0510",30444,33156,31913,32500,33503,33011
"G1800530","Indiana","18","180","Grant County","053","0530",83955,80934,74169,73403,70061,66674
"G1800550","Indiana","18","180","Greene County","055","0550",26894,30416,30410,33157,33165,30803
"G1800570","Indiana","18","180","Hamilton County","057","0570",54532,82027,108936,182740,274569,347467
"G1800590","Indiana","18","180","Hancock County","059","0590",35096,43939,45527,55391,70002,79840
"G1800610","Indiana","18","180","Harrison County","061","0610",20423,27276,29890,34325,39364,39654
"G1800630","Indiana","18","180","Hendricks County","063","0630",53974,69804,75717,104093,145448,174788
"G1800650","Indiana","18","180","Henry County","065","0650",52603,53336,48139,48508,49462,48914
"G1800670","Indiana","18","180","Howard County","067","0670",83198,86896,80827,84964,82752,83658
"G1800690","Indiana","18","180","Huntington County","069","0690",34970,35596,35427,38075,37124,36662
"G1800710","Indiana","18","180","Jackson County","071","0710",33187,36523,37730,41335,42376,46428
"G1800730","Indiana","18","180","Jasper County","073","0730",20429,26138,24960,30043,33478,32918
"G1800750","Indiana","18","180","Jay County","075","0750",23575,23239,21512,21806,21253,20478
"G1800770","Indiana","18","180","Jefferson County","077","0770",27006,30419,29797,31705,32428,33147
"G1800790","Indiana","18","180","Jennings County","079","0790",19454,22854,23661,27554,28525,27613
"G1800810","Indiana","18","180","Johnson County","081","0810",61138,77240,88109,115209,139654,161765
"G1800830","Indiana","18","180","Knox County","083","0830",41546,41838,39884,39256,38440,36282
"G1800850","Indiana","18","180","Kosciusko County","085","0850",48127,59555,65294,74057,77358,80240
"G1800870","Indiana","18","180","LaGrange County","087","0870",20890,25550,29477,34909,37128,40446
"G1800890","Indiana","18","180","Lake County","089","0890",546253,522965,475594,484564,496005,498700
"G1800910","Indiana","18","180","LaPorte County","091","0910",105342,108632,107066,110106,111467,112417
"G1800930","Indiana","18","180","Lawrence County","093","0930",38038,42472,42836,45922,46134,45011
"G1800950","Indiana","18","180","Madison County","095","0950",138451,139336,130669,133358,131636,130129
"G1800970","Indiana","18","180","Marion County","097","0970",792299,765233,797159,860454,903393,977203
"G1800990","Indiana","18","180","Marshall County","099","0990",34986,39155,42182,45128,47051,46095
"G1801010","Indiana","18","180","Martin County","101","1010",10969,11001,10369,10369,10334,9812
"G1801030","Indiana","18","180","Miami County","103","1030",39246,39820,36897,36082,36903,35962
"G1801050","Indiana","18","180","Monroe County","105","1050",84849,98785,108978,120563,137974,139718
"G1801070","Indiana","18","180","Montgomery County","107","1070",33930,35501,34436,37629,38124,37936
"G1801090","Indiana","18","180","Morgan County","109","1090",44176,51999,55920,66689,68894,71780
"G1801110","Indiana","18","180","Newton County","111","1110",11606,14844,13551,14566,14244,13830
"G1801130","Indiana","18","180","Noble County","113","1130",31382,35443,37877,46275,47536,47457
"G1801150","Indiana","18","180","Ohio County","115","1150",4289,5114,5315,5623,6128,5940
"G1801170","Indiana","18","180","Orange County","117","1170",16968,18677,18409,19306,19840,19867
"G1801190","Indiana","18","180","Owen County","119","1190",12163,15841,17281,21786,21575,21321
"G1801210","Indiana","18","180","Parke County","121","1210",14600,16372,15410,17241,17339,16156
"G1801230","Indiana","18","180","Perry County","123","1230",19075,19346,19107,18899,19338,19170
"G1801250","Indiana","18","180","Pike County","125","1250",12281,13465,12509,12837,12845,12250
"G1801270","Indiana","18","180","Porter County","127","1270",87114,119816,128932,146798,164343,173215
"G1801290","Indiana","18","180","Posey County","129","1290",21740,26414,25968,27061,25910,25222
"G1801310","Indiana","18","180","Pulaski County","131","1310",12534,13258,12643,13755,13402,12514
"G1801330","Indiana","18","180","Putnam County","133","1330",26932,29163,30315,36019,37963,36726
"G1801350","Indiana","18","180","Randolph County","135","1350",28915,29997,27148,27401,26171,24502
"G1801370","Indiana","18","180","Ripley County","137","1370",21138,24398,24616,26523,28818,28995
"G1801390","Indiana","18","180","Rush County","139","1390",20352,19604,18129,18261,17392,16752
"G1801430","Indiana","18","180","Scott County","143","1430",17144,20422,20991,22960,24181,24384
"G1801450","Indiana","18","180","Shelby County","145","1450",37797,39887,40307,43445,44436,45055
"G1801470","Indiana","18","180","Spencer County","147","1470",17134,19361,19490,20391,20952,19810
"G1801410","Indiana","18","180","St. Joseph County","141","1410",245045,241617,247052,265559,266931,272912
"G1801490","Indiana","18","180","Starke County","149","1490",19280,21997,22747,23556,23363,23371
"G1801510","Indiana","18","180","Steuben County","151","1510",20159,24694,27446,33214,34185,34435
"G1801530","Indiana","18","180","Sullivan County","153","1530",19889,21107,18993,21751,21475,20817
"G1801550","Indiana","18","180","Switzerland County","155","1550",6306,7153,7738,9065,10613,9737
"G1801570","Indiana","18","180","Tippecanoe County","157","1570",109378,121702,130598,148955,172780,186251
"G1801590","Indiana","18","180","Tipton County","159","1590",16650,16819,16119,16577,15936,15359
"G1801610","Indiana","18","180","Union County","161","1610",6582,6860,6976,7349,7516,7087
"G1801630","Indiana","18","180","Vanderburgh County","163","1630",168772,167515,165058,171922,179703,180136
"G1801650","Indiana","18","180","Vermillion County","165","1650",16793,18229,16773,16788,16212,15439
"G1801670","Indiana","18","180","Vigo County","167","1670",114528,112385,106107,105848,107848,106153
"G1801690","Indiana","18","180","Wabash County","169","1690",35553,36640,35069,34960,32888,30976
"G1801710","Indiana","18","180","Warren County","171","1710",8705,8976,8176,8419,8508,8440
"G1801730","Indiana","18","180","Warrick County","173","1730",27972,41474,44920,52383,59689,63898
"G1801750","Indiana","18","180","Washington County","175","1750",19278,21932,23717,27223,28262,28182
"G1801770","Indiana","18","180","Wayne County","177","1770",79109,76058,71951,71097,68917,66553
"G1801790","Indiana","18","180","Wells County","179","1790",23821,25401,25948,27600,27636,28180
"G1801810","Indiana","18","180","White County","181","1810",20995,23867,23265,25267,24643,24688
"G1801830","Indiana","18","180","Whitley County","183","1830",23395,26215,27651,30707,33292,34191
"G1900010","Iowa","19","190","Adair County","001","0010",9487,9509,8409,8243,7682,7496
"G1900030","Iowa","19","190","Adams County","003","0030",6322,5731,4866,4482,4029,3704
"G1900050","Iowa","19","190","Allamakee County","005","0050",14968,15108,13855,14675,14330,14061
"G1900070","Iowa","19","190","Appanoose County","007","0070",15007,15511,13743,13721,12887,12317
"G1900090","Iowa","19","190","Audubon County","009","0090",9595,8559,7334,6830,6119,5674
"G1900110","Iowa","19","190","Benton County","011","0110",22885,23649,22429,25308,26076,25575
"G1900130","Iowa","19","190","Black Hawk County","013","0130",132916,137961,123798,128012,131090,131144
"G1900150","Iowa","19","190","Boone County","015","0150",26470,26184,25186,26224,26306,26715
"G1900170","Iowa","19","190","Bremer County","017","0170",22737,24820,22813,23325,24276,24988
"G1900190","Iowa","19","190","Buchanan County","019","0190",21746,22900,20844,21093,20958,20565
"G1900210","Iowa","19","190","Buena Vista County","021","0210",20693,20774,19965,20411,20260,20823
"G1900230","Iowa","19","190","Butler County","023","0230",16953,17668,15731,15305,14867,14334
"G1900250","Iowa","19","190","Calhoun County","025","0250",14287,13542,11508,11115,9670,9927
"G1900270","Iowa","19","190","Carroll County","027","0270",22912,22951,21423,21421,20816,20760
"G1900290","Iowa","19","190","Cass County","029","0290",17007,16932,15128,14684,13956,13127
"G1900310","Iowa","19","190","Cedar County","031","0310",17655,18635,17381,18187,18499,18505
"G1900330","Iowa","19","190","Cerro Gordo County","033","0330",49335,48458,46733,46447,44151,43127
"G1900350","Iowa","19","190","Cherokee County","035","0350",17269,16238,14098,13035,12072,11658
"G1900370","Iowa","19","190","Chickasaw County","037","0370",14969,15437,13295,13095,12439,12012
"G1900390","Iowa","19","190","Clarke County","039","0390",7581,8612,8287,9133,9286,9748
"G1900410","Iowa","19","190","Clay County","041","0410",18464,19576,17585,17372,16667,16384
"G1900430","Iowa","19","190","Clayton County","043","0430",20606,21098,19054,18678,18129,17043
"G1900450","Iowa","19","190","Clinton County","045","0450",56749,57122,51040,50149,49116,46460
"G1900470","Iowa","19","190","Crawford County","047","0470",18780,18935,16775,16942,17096,16525
"G1900490","Iowa","19","190","Dallas County","049","0490",26085,29513,29755,40750,66135,99678
"G1900510","Iowa","19","190","Davis County","051","0510",8207,9104,8312,8541,8753,9110
"G1900530","Iowa","19","190","Decatur County","053","0530",9737,9794,8338,8689,8457,7645
"G1900550","Iowa","19","190","Delaware County","055","0550",18770,18933,18035,18404,17764,17488
"G1900570","Iowa","19","190","Des Moines County","057","0570",46982,46203,42614,42351,40325,38910
"G1900590","Iowa","19","190","Dickinson County","059","0590",12565,15629,14909,16424,16667,17703
"G1900610","Iowa","19","190","Dubuque County","061","0610",90609,93745,86403,89143,93653,99266
"G1900630","Iowa","19","190","Emmet County","063","0630",14009,13336,11569,11027,10302,9388
"G1900650","Iowa","19","190","Fayette County","065","0650",26898,25488,21843,22008,20880,19509
"G1900670","Iowa","19","190","Floyd County","067","0670",19860,19597,17058,16900,16303,15627
"G1900690","Iowa","19","190","Franklin County","069","0690",13255,13036,11364,10704,10680,10019
"G1900710","Iowa","19","190","Fremont County","071","0710",9282,9401,8226,8010,7441,6605
"G1900730","Iowa","19","190","Greene County","073","0730",12716,12119,10045,10366,9336,8771
"G1900750","Iowa","19","190","Grundy County","075","0750",14119,14366,12029,12369,12453,12329
"G1900770","Iowa","19","190","Guthrie County","077","0770",12243,11983,10935,11353,10954,10623
"G1900790","Iowa","19","190","Hamilton County","079","0790",18383,17862,16071,16438,15673,15039
"G1900810","Iowa","19","190","Hancock County","081","0810",13227,13833,12638,12100,11341,10795
"G1900830","Iowa","19","190","Hardin County","083","0830",22248,21776,19094,18812,17534,16878
"G1900850","Iowa","19","190","Harrison County","085","0850",16240,16348,14730,15666,14928,14582
"G1900870","Iowa","19","190","Henry County","087","0870",18114,18890,19226,20336,20145,20482
"G1900890","Iowa","19","190","Howard County","089","0890",11442,11114,9809,9932,9566,9469
"G1900910","Iowa","19","190","Humboldt County","091","0910",12519,12246,10756,10381,9815,9597
"G1900930","Iowa","19","190","Ida County","093","0930",9190,8908,8365,7837,7089,7005
"G1900950","Iowa","19","190","Iowa County","095","0950",15419,15429,14630,15671,16355,16662
"G1900970","Iowa","19","190","Jackson County","097","0970",20839,22503,19950,20296,19848,19485
"G1900990","Iowa","19","190","Jasper County","099","0990",35425,36425,34795,37213,36842,37813
"G1901010","Iowa","19","190","Jefferson County","101","1010",15774,16316,16310,16181,16843,15663
"G1901030","Iowa","19","190","Johnson County","103","1030",72127,81717,96119,111006,130882,152854
"G1901050","Iowa","19","190","Jones County","105","1050",19868,20401,19444,20221,20638,20646
"G1901070","Iowa","19","190","Keokuk County","107","1070",13943,12921,11624,11400,10511,10033
"G1901090","Iowa","19","190","Kossuth County","109","1090",22937,21891,18591,17163,15543,14828
"G1901110","Iowa","19","190","Lee County","111","1110",42996,43106,38687,38052,35862,33555
"G1901130","Iowa","19","190","Linn County","113","1130",163213,169775,168767,191701,211226,230299
"G1901150","Iowa","19","190","Louisa County","115","1150",10682,12055,11592,12183,11387,10837
"G1901170","Iowa","19","190","Lucas County","117","1170",10163,10313,9070,9422,8898,8634
"G1901190","Iowa","19","190","Lyon County","119","1190",13340,12896,11952,11763,11581,11934
"G1901210","Iowa","19","190","Madison County","121","1210",11558,12597,12483,14019,15679,16548
"G1901230","Iowa","19","190","Mahaska County","123","1230",22177,22867,21522,22335,22381,22190
"G1901250","Iowa","19","190","Marion County","125","1250",26352,29669,30001,32052,33309,33414
"G1901270","Iowa","19","190","Marshall County","127","1270",41076,41652,38276,39311,40648,40105
"G1901290","Iowa","19","190","Mills County","129","1290",11606,13406,13202,14547,15059,14484
"G1901310","Iowa","19","190","Mitchell County","131","1310",13108,12329,10928,10874,10776,10565
"G1901330","Iowa","19","190","Monona County","133","1330",12069,11692,10034,10020,9243,8751
"G1901350","Iowa","19","190","Monroe County","135","1350",9357,9209,8114,8016,7970,7577
"G1901370","Iowa","19","190","Montgomery County","137","1370",12781,13413,12076,11771,10740,10330
"G1901390","Iowa","19","190","Muscatine County","139","1390",37181,40436,39907,41722,42745,43235
"G1901410","Iowa","19","190","O'Brien County","141","1410",17522,16972,15444,15102,14398,14182
"G1901430","Iowa","19","190","Osceola County","143","1430",8555,8371,7267,7003,6462,6192
"G1901450","Iowa","19","190","Page County","145","1450",18507,19063,16870,16976,15932,15211
"G1901470","Iowa","19","190","Palo Alto County","147","1470",13289,12721,10669,10147,9421,8996
"G1901490","Iowa","19","190","Plymouth County","149","1490",24312,24743,23388,24849,24986,25698
"G1901510","Iowa","19","190","Pocahontas County","151","1510",12729,11369,9525,8662,7310,7078
"G1901530","Iowa","19","190","Polk County","153","1530",286101,303170,327140,374601,430640,492401
"G1901550","Iowa","19","190","Pottawattamie County","155","1550",86991,86561,82628,87704,93158,93667
"G1901570","Iowa","19","190","Poweshiek County","157","1570",18803,19306,19033,18815,18914,18662
"G1901590","Iowa","19","190","Ringgold County","159","1590",6373,6112,5420,5469,5131,4663
"G1901610","Iowa","19","190","Sac County","161","1610",15573,14118,12324,11529,10350,9814
"G1901630","Iowa","19","190","Scott County","163","1630",142687,160022,150979,158668,165224,174669
"G1901650","Iowa","19","190","Shelby County","165","1650",15528,15043,13230,13173,12167,11746
"G1901670","Iowa","19","190","Sioux County","167","1670",27996,30813,29903,31589,33704,35872
"G1901690","Iowa","19","190","Story County","169","1690",62783,72326,74252,79981,89542,98537
"G1901710","Iowa","19","190","Tama County","171","1710",20147,19533,17419,18103,17767,17135
"G1901730","Iowa","19","190","Taylor County","173","1730",8790,8353,7114,6958,6317,5896
"G1901750","Iowa","19","190","Union County","175","1750",13557,13858,12750,12309,12534,12138
"G1901770","Iowa","19","190","Van Buren County","177","1770",8643,8626,7676,7809,7570,7203
"G1901790","Iowa","19","190","Wapello County","179","1790",42149,40241,35687,36051,35625,35437
"G1901810","Iowa","19","190","Warren County","181","1810",27432,34878,36033,40671,46225,52403
"G1901830","Iowa","19","190","Washington County","183","1830",18967,20141,19612,20670,21704,22565
"G1901850","Iowa","19","190","Wayne County","185","1850",8405,8199,7067,6730,6403,6497
"G1901870","Iowa","19","190","Webster County","187","1870",48391,45953,40342,40235,38013,36999
"G1901890","Iowa","19","190","Winnebago County","189","1890",12990,13010,12122,11723,10866,10679
"G1901910","Iowa","19","190","Winneshiek County","191","1910",21758,21876,20847,21310,21056,20070
"G1901930","Iowa","19","190","Woodbury County","193","1930",103052,100884,98276,103877,102172,105941
"G1901950","Iowa","19","190","Worth County","195","1950",8968,9075,7991,7909,7598,7443
"G1901970","Iowa","19","190","Wright County","197","1970",17294,16319,14269,14334,13229,12943
"G2000010","Kansas","20","200","Allen County","001","0010",15043,15654,14638,14385,13371,12526
"G2000030","Kansas","20","200","Anderson County","003","0030",8501,8749,7803,8110,8102,7836
"G2000050","Kansas","20","200","Atchison County","005","0050",19165,18397,16932,16774,16924,16348
"G2000070","Kansas","20","200","Barber County","007","0070",7016,6548,5874,5307,4861,4228
"G2000090","Kansas","20","200","Barton County","009","0090",30663,31343,29382,28205,27674,25493
"G2000110","Kansas","20","200","Bourbon County","011","0110",15215,15969,14966,15379,15173,14360
"G2000130","Kansas","20","200","Brown County","013","0130",11685,11955,11128,10724,9984,9508
"G2000150","Kansas","20","200","Butler County","015","0150",38658,44782,50580,59482,65880,67380
"G2000170","Kansas","20","200","Chase County","017","0170",3408,3309,3021,3030,2790,2572
"G2000190","Kansas","20","200","Chautauqua County","019","0190",4642,5016,4407,4359,3669,3379
"G2000210","Kansas","20","200","Cherokee County","021","0210",21549,22304,21374,22605,21603,19362
"G2000230","Kansas","20","200","Cheyenne County","023","0230",4256,3678,3243,3165,2726,2616
"G2000250","Kansas","20","200","Clark County","025","0250",2896,2599,2418,2390,2215,1991
"G2000270","Kansas","20","200","Clay County","027","0270",9890,9802,9158,8822,8535,8117
"G2000290","Kansas","20","200","Cloud County","029","0290",13466,12494,11023,10268,9533,9032
"G2000310","Kansas","20","200","Coffey County","031","0310",7397,9370,8404,8865,8601,8360
"G2000330","Kansas","20","200","Comanche County","033","0330",2702,2554,2313,1967,1891,1689
"G2000350","Kansas","20","200","Cowley County","035","0350",35012,36824,36915,36291,36311,34549
"G2000370","Kansas","20","200","Crawford County","037","0370",37850,37916,35568,38242,39134,38972
"G2000390","Kansas","20","200","Decatur County","039","0390",4988,4509,4021,3472,2961,2764
"G2000410","Kansas","20","200","Dickinson County","041","0410",19993,20175,18958,19344,19754,18402
"G2000430","Kansas","20","200","Doniphan County","043","0430",9107,9268,8134,8249,7945,7510
"G2000450","Kansas","20","200","Douglas County","045","0450",57932,67640,81798,99962,110826,118785
"G2000470","Kansas","20","200","Edwards County","047","0470",4581,4271,3787,3449,3037,2907
"G2000490","Kansas","20","200","Elk County","049","0490",3858,3918,3327,3261,2882,2483
"G2000510","Kansas","20","200","Ellis County","051","0510",24730,26098,26004,27507,28452,28934
"G2000530","Kansas","20","200","Ellsworth County","053","0530",6146,6640,6586,6525,6497,6376
"G2000550","Kansas","20","200","Finney County","055","0550",18947,23825,33070,40523,36776,38470
"G2000570","Kansas","20","200","Ford County","057","0570",22587,24315,27463,32458,33848,34287
"G2000590","Kansas","20","200","Franklin County","059","0590",20007,22062,21994,24784,25992,25996
"G2000610","Kansas","20","200","Geary County","061","0610",28111,29852,30453,27947,34362,36739
"G2000630","Kansas","20","200","Gove County","063","0630",3940,3726,3231,3068,2695,2718
"G2000650","Kansas","20","200","Graham County","065","0650",4751,3995,3543,2946,2597,2415
"G2000670","Kansas","20","200","Grant County","067","0670",5961,6977,7159,7909,7829,7352
"G2000690","Kansas","20","200","Gray County","069","0690",4516,5138,5396,5904,6006,5653
"G2000710","Kansas","20","200","Greeley County","071","0710",1819,1845,1774,1534,1247,1284
"G2000730","Kansas","20","200","Greenwood County","073","0730",9141,8764,7847,7673,6689,6016
"G2000750","Kansas","20","200","Hamilton County","075","0750",2747,2514,2388,2670,2690,2518
"G2000770","Kansas","20","200","Harper County","077","0770",7871,7778,7124,6536,6034,5485
"G2000790","Kansas","20","200","Harvey County","079","0790",27236,30531,31028,32869,34684,34024
"G2000810","Kansas","20","200","Haskell County","081","0810",3672,3814,3886,4307,4256,3780
"G2000830","Kansas","20","200","Hodgeman County","083","0830",2662,2269,2177,2085,1916,1723
"G2000850","Kansas","20","200","Jackson County","085","0850",10342,11644,11525,12657,13462,13232
"G2000870","Kansas","20","200","Jefferson County","087","0870",11945,15207,15905,18426,19126,18368
"G2000890","Kansas","20","200","Jewell County","089","0890",6099,5241,4251,3791,3077,2932
"G2000910","Kansas","20","200","Johnson County","091","0910",217662,270269,355054,451086,544179,609863
"G2000930","Kansas","20","200","Kearny County","093","0930",3047,3435,4027,4531,3977,3983
"G2000950","Kansas","20","200","Kingman County","095","0950",8886,8960,8292,8673,7858,7470
"G2000970","Kansas","20","200","Kiowa County","097","0970",4088,4046,3660,3278,2553,2460
"G2000990","Kansas","20","200","Labette County","099","0990",25775,25682,23693,22835,21607,20184
"G2001010","Kansas","20","200","Lane County","101","1010",2707,2472,2375,2155,1750,1574
"G2001030","Kansas","20","200","Leavenworth County","103","1030",53340,54809,64371,68691,76227,81881
"G2001050","Kansas","20","200","Lincoln County","105","1050",4582,4145,3653,3578,3241,2939
"G2001070","Kansas","20","200","Linn County","107","1070",7770,8234,8254,9570,9656,9591
"G2001090","Kansas","20","200","Logan County","109","1090",3814,3478,3081,3046,2756,2762
"G2001110","Kansas","20","200","Lyon County","111","1110",32071,35108,34732,35935,33690,32179
"G2001150","Kansas","20","200","Marion County","115","1150",13935,13522,12888,13361,12660,11823
"G2001170","Kansas","20","200","Marshall County","117","1170",13139,12787,11705,10965,10117,10038
"G2001130","Kansas","20","200","McPherson County","113","1130",24778,26855,27268,29554,29180,30223
"G2001190","Kansas","20","200","Meade County","119","1190",4912,4788,4247,4631,4575,4055
"G2001210","Kansas","20","200","Miami County","121","1210",19254,21618,23466,28351,32787,34191
"G2001230","Kansas","20","200","Mitchell County","123","1230",8010,8117,7203,6932,6373,5796
"G2001250","Kansas","20","200","Montgomery County","125","1250",39949,42281,38816,36252,35471,31486
"G2001270","Kansas","20","200","Morris County","127","1270",6432,6419,6198,6104,5923,5386
"G2001290","Kansas","20","200","Morton County","129","1290",3576,3454,3480,3496,3233,2701
"G2001310","Kansas","20","200","Nemaha County","131","1310",11825,11211,10446,10717,10178,10273
"G2001330","Kansas","20","200","Neosho County","133","1330",18812,18967,17035,16997,16512,15904
"G2001350","Kansas","20","200","Ness County","135","1350",4791,4498,4033,3454,3107,2687
"G2001370","Kansas","20","200","Norton County","137","1370",7279,6689,5947,5953,5671,5459
"G2001390","Kansas","20","200","Osage County","139","1390",13352,15319,15248,16712,16295,15766
"G2001410","Kansas","20","200","Osborne County","141","1410",6416,5959,4867,4452,3858,3500
"G2001430","Kansas","20","200","Ottawa County","143","1430",6183,5971,5634,6163,6091,5735
"G2001450","Kansas","20","200","Pawnee County","145","1450",8484,8065,7555,7233,6973,6253
"G2001470","Kansas","20","200","Phillips County","147","1470",7888,7406,6590,6001,5642,4981
"G2001490","Kansas","20","200","Pottawatomie County","149","1490",11755,14782,16128,18209,21604,25348
"G2001510","Kansas","20","200","Pratt County","151","1510",10056,10275,9702,9647,9656,9157
"G2001530","Kansas","20","200","Rawlins County","153","1530",4393,4105,3404,2966,2519,2561
"G2001550","Kansas","20","200","Reno County","155","1550",60765,64983,62389,64790,64511,61898
"G2001570","Kansas","20","200","Republic County","157","1570",8498,7569,6482,5835,4980,4674
"G2001590","Kansas","20","200","Rice County","159","1590",12320,11900,10610,10761,10083,9427
"G2001610","Kansas","20","200","Riley County","161","1610",56788,63505,67139,62843,71115,71959
"G2001630","Kansas","20","200","Rooks County","163","1630",7628,7006,6039,5685,5181,4919
"G2001650","Kansas","20","200","Rush County","165","1650",5117,4516,3842,3551,3307,2956
"G2001670","Kansas","20","200","Russell County","167","1670",9428,8868,7835,7370,6970,6691
"G2001690","Kansas","20","200","Saline County","169","1690",46592,48905,49301,53597,55606,54303
"G2001710","Kansas","20","200","Scott County","171","1710",5606,5782,5289,5120,4936,5151
"G2001730","Kansas","20","200","Sedgwick County","173","1730",350694,366531,403662,452869,498365,523824
"G2001750","Kansas","20","200","Seward County","175","1750",15744,17071,18743,22510,22952,21964
"G2001770","Kansas","20","200","Shawnee County","177","1770",155322,154916,160976,169871,177934,178909
"G2001790","Kansas","20","200","Sheridan County","179","1790",3859,3544,3043,2813,2556,2447
"G2001810","Kansas","20","200","Sherman County","181","1810",7792,7759,6926,6760,6010,5927
"G2001830","Kansas","20","200","Smith County","183","1830",6757,5947,5078,4536,3853,3570
"G2001850","Kansas","20","200","Stafford County","185","1850",5943,5694,5365,4789,4437,4072
"G2001870","Kansas","20","200","Stanton County","187","1870",2287,2339,2333,2406,2235,2084
"G2001890","Kansas","20","200","Stevens County","189","1890",4198,4736,5048,5463,5724,5250
"G2001910","Kansas","20","200","Sumner County","191","1910",23553,24928,25841,25946,24132,22382
"G2001930","Kansas","20","200","Thomas County","193","1930",7501,8451,8258,8180,7900,7930
"G2001950","Kansas","20","200","Trego County","195","1950",4436,4165,3694,3319,3001,2808
"G2001970","Kansas","20","200","Wabaunsee County","197","1970",6397,6867,6603,6885,7053,6877
"G2001990","Kansas","20","200","Wallace County","199","1990",2215,2045,1821,1749,1485,1512
"G2002010","Kansas","20","200","Washington County","201","2010",9249,8543,7073,6483,5799,5530
"G2002030","Kansas","20","200","Wichita County","203","2030",3274,3041,2758,2531,2234,2152
"G2002050","Kansas","20","200","Wilson County","205","2050",11317,12128,10289,10332,9409,8624
"G2002070","Kansas","20","200","Woodson County","207","2070",4789,4600,4116,3788,3309,3115
"G2002090","Kansas","20","200","Wyandotte County","209","2090",186845,172335,161993,157882,157505,169245
"G2100010","Kentucky","21","210","Adair County","001","0010",13037,15233,15360,17244,18656,18903
"G2100030","Kentucky","21","210","Allen County","003","0030",12598,14128,14628,17800,19956,20588
"G2100050","Kentucky","21","210","Anderson County","005","0050",9358,12567,14571,19111,21421,23852
